Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,first_name,last_name,email,phone_number,address,state,postal_code,age
3c6bbbe9-0813-4b79-a3ea-30364d9a701b,588279,Landing Page Submission,Direct Traffic,No,No,0,2.0,61,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent,Valerie,Lewis,nreed@example.net,795-242-8718x761,8923 Lopez Alley Apt. 861,Hawaii,44793,29
3bb835ab-8fd8-4bd5-8510-1598f88661f8,601257,API,Direct Traffic,No,No,1,5.0,171,1.67,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,Jennifer,Barton,glassdavid@example.org,9908165472,2026 Juarez Knolls,Kansas,31175,74
472f29ba-9982-4837-879d-a15bc8236dd5,593203,Landing Page Submission,Direct Traffic,No,No,1,5.0,282,1.67,SMS Sent,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent,Richard,Carter,robertlewis@example.net,(351)767-9739,075 Derek Mountain Apt. 969,Massachusetts,37733,23
795e4769-45bd-49a0-a13e-f32c972b45da,580158,Landing Page Submission,Organic Search,No,No,0,3.0,1246,3.0,Converted to Lead,India,Finance Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Modified,Katelyn,Jimenez,hjohns@example.org,(315)238-4148,6667 Melissa Village Suite 040,Washington,39676,66
5f3e6c4c-1f47-4d33-806c-e9361f4941b4,592040,Landing Page Submission,Direct Traffic,No,No,0,2.0,155,2.0,Page Visited on Website,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Page Visited on Website,Pamela,Lopez,fkelly@example.com,393.571.2666x1993,810 James Extension,Iowa,50275,71
2a2721bd-07fa-473c-98c8-5b9750233fe9,600858,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,52,2.0,SMS Sent,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Tier II Cities,,,,,No,Yes,SMS Sent,John,Garcia,qcantu@example.net,725.974.1186,409 Moreno Unions Suite 546,Michigan,91238,28
ac3fb028-26b5-42b8-991e-e380733f05ce,600406,Landing Page Submission,Direct Traffic,No,No,1,2.0,1666,2.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,SMS Sent,Gary,Clark,barbara09@example.org,7192084406,95342 Lori View Apt. 433,Washington,68020,35
5418151f-a055-4e26-b56f-6f1726638b68,600213,Landing Page Submission,Google,No,No,0,2.0,219,2.0,SMS Sent,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,,No,No,Select,Mumbai,,,,,No,No,SMS Sent,Elizabeth,Reid,derrick48@example.net,314.789.7945x91966,490 Manning Mountains Apt. 668,Wyoming,84963,49
0fa0541e-baa1-40be-99eb-1bc2e3996942,623966,Landing Page Submission,Direct Traffic,No,No,0,2.0,269,2.0,Email Opened,India,Healthcare Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened,Kathleen,Wilson,diana37@example.org,001-931-284-8085x076,9251 Terry Drive Suite 343,Connecticut,69345,28
bca41b3f-5223-4f33-b592-71b55dfb4a43,642182,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,Heidi,Huffman,chelseamata@example.com,3186206354,28347 Foster Cove,Nebraska,57954,67
c313ee52-63d1-4ba2-834a-7bdaa5cb8820,582018,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Potential Lead,Select,01.High,02.Medium,17.0,16.0,No,No,Email Opened,Tracy,Booth,qlewis@example.net,(718)850-2586,2628 Castillo Lakes Suite 491,Mississippi,69134,71
029f013f-c74c-4501-b0cc-0fa1fdbf4652,639594,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,Susan,Clarke,priscilla22@example.org,604.466.1193x4672,508 Becker Divide,Arkansas,32883,56
bbfe4bd3-d0c6-44da-abef-63e5b81efd55,616183,Landing Page Submission,Google,No,No,0,2.0,1014,2.0,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Thane & Outskirts,,,,,No,No,SMS Sent,Tony,Sullivan,mary44@example.net,(751)983-7766x996,559 James Shore Apt. 765,Vermont,51520,41
1ccd477b-a498-42bb-ba84-099ca514faa0,607036,Landing Page Submission,Direct Traffic,No,No,1,5.0,398,5.0,Email Opened,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,,No,No,Select,Other Cities,,,,,No,Yes,Email Opened,Stephanie,Hampton,christophermyers@example.net,(785)698-9913x754,3201 Lauren Points,Connecticut,96750,29
4b5e2b26-03ad-4979-aa3d-0c84182fc565,603864,Landing Page Submission,Google,No,No,1,3.0,126,3.0,SMS Sent,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,,,,,No,No,SMS Sent,Scott,Brown,johnsonjohn@example.org,390-832-5416x4844,790 Jones Parks,New Jersey,40785,41
fa4a31dc-4ce7-4e4e-98f0-054a8cfcda44,601100,Lead Add Form,Reference,No,No,1,,1476,,,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,Alan,Carlson,holtcharles@example.org,392-559-1819x470,351 Allison Burgs,Rhode Island,68194,25
185adff7-47e3-4718-b4be-5376d8632043,653525,API,Google,No,No,0,2.0,1607,2.0,Email Link Clicked,India,,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,03.Low,02.Medium,12.0,15.0,No,No,Modified,Megan,Baker,barrettcorey@example.com,+1-375-485-7518x420,616 Peterson Mill Suite 392,Maryland,05071,71
0942a098-e835-435d-9af5-28ca4bed2215,625767,Landing Page Submission,Direct Traffic,No,No,0,2.0,95,2.0,Email Opened,India,Healthcare Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,Yes,Email Opened,Jacob,Hill,allencharles@example.net,482-344-1102x08523,817 Warren Ramp Suite 297,Massachusetts,97937,32
498ba87c-4e52-11e6-96be-22000aa8e760,647978,Lead Import,Facebook,No,No,0,,342,,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,14.0,15.0,No,No,Modified,Ryan,Patel,brent46@example.net,001-223-232-0476x0475,398 Joseph View Apt. 002,Massachusetts,60504,60
26d36f65-156f-409c-9650-a0e3f36c7394,632387,Landing Page Submission,Google,No,No,0,3.0,26,3.0,Page Visited on Website,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Leads,Mumbai,,,,,No,No,Modified,Dustin,Johnson,crodriguez@example.net,(337)898-4405x095,278 Amanda Burgs Apt. 744,Iowa,35463,56
a5eef655-ddbf-495e-9a6d-1aeb428cca9e,628020,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,Kristopher,Johnson,maria89@example.net,(363)758-4839,92387 Schmidt Terrace Apt. 477,Arkansas,40698,69
d7b67b67-4471-4852-a459-be817371c860,581606,Landing Page Submission,Direct Traffic,No,No,0,2.0,784,2.0,SMS Sent,Australia,Supply Chain Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified,Shannon,Kent,drodriguez@example.com,001-225-614-4650x7796,63961 Timothy Meadow Suite 918,Maine,84173,19
2af080f7-e2bc-4cda-89ef-82671f175134,582002,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,Brittany,Morales,erin88@example.net,933.520.0005,491 Deanna Fort Suite 231,Hawaii,51529,35
c96aac81-a020-4b1f-9902-d726d3809122,589594,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Shall take in the next coming month,High in Relevance,No,No,Potential Lead,Thane & Outskirts,01.High,01.High,16.0,17.0,No,No,Email Opened,Brian,Christensen,kholt@example.com,6204545717,8931 Patricia Trail,Wisconsin,72349,30
b84322d7-4408-4018-9deb-b05e14768e74,632216,API,Google,No,No,0,10.0,16,5.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,Mark,Smith,adavis@example.org,881-234-4561x578,161 Hamilton Park Apt. 246,North Dakota,54298,72
f5a44e8a-d813-4d97-9adc-1b85aae69b87,586496,Landing Page Submission,Direct Traffic,No,No,0,9.0,458,3.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent,Teresa,Butler,samanthajenkins@example.org,(758)264-7103,49475 Greer Knoll,Massachusetts,68776,33
5f49e2cf-1f8d-4485-8d03-81fe26510b42,634125,API,Google,No,No,1,2.0,103,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent,Adrian,Williams,mathew52@example.net,(644)554-4606,72441 Potts Place Suite 616,South Carolina,87215,26
44f1936b-c007-4408-ba56-4ca614470d80,585399,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened,Julie,Jackson,zaguirre@example.com,275.812.3656x04760,77866 Dean Union Apt. 485,Connecticut,47384,54
d7160279-3aef-4c1d-875b-5c08866330de,628357,API,Organic Search,Yes,No,0,2.0,216,1.0,Unsubscribed,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Unsubscribed,Andrea,Shah,jay81@example.com,001-673-999-0751x7250,19296 Duran Radial,Missouri,67066,18
15848085-932f-4504-a0b3-d73567c08667,621499,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,Linda,Delgado,david24@example.com,329-475-1950,42704 Fred Grove Suite 658,Alabama,50720,54
20969118-04f7-44e1-a8d1-9c3ab5361d33,606982,Landing Page Submission,Direct Traffic,No,No,1,2.0,1628,2.0,Email Opened,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,,,,,No,No,Email Opened,Keith,Grant,bakerjoseph@example.com,8368758058,1153 Steven Estate,Wisconsin,74990,33
69b98003-8dcb-40a1-864e-bae865a53461,642088,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,No,Email Opened,Dustin,Brown,ethompson@example.net,307.457.1616x354,61602 Beth Meadows,Georgia,77023,64
95d1590f-7c47-4f40-9806-388f4472d3a4,593208,Lead Add Form,Welingak Website,No,No,1,1.0,967,1.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,15.0,13.0,No,Yes,Email Opened,Jose,Hardy,grossnina@example.org,+1-931-287-3074,257 Parker Burgs Suite 630,Missouri,53590,61
c9438200-1510-4bfa-9654-659dad071a10,655772,API,Organic Search,No,No,0,11.0,220,11.0,Page Visited on Website,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,01.High,02.Medium,16.0,15.0,No,Yes,Modified,Gary,Stephens,hickstammy@example.org,001-311-536-9948x58829,0666 Albert Station Suite 297,Colorado,94940,20
d55e0842-95c4-45b6-a535-4471bb5116d8,588317,Landing Page Submission,Google,Yes,No,0,1.0,1936,1.0,Email Bounced,India,Retail Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Bounced,Steven,Davis,mriley@example.net,771-389-8971x521,2081 Blair Station,Alabama,22910,56
498bc27c-4e52-11e6-96be-22000aa8e760,647995,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,Alicia,Graham,lzimmerman@example.com,872.530.1463,83510 Vanessa Street,Nevada,79476,39
04c37c47-dc04-4b96-9bdf-8fd044a8acc5,656399,Landing Page Submission,Google,No,No,1,6.0,274,2.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened,David,Davis,sean34@example.net,557.710.2921,6701 Miller Ranch Apt. 299,Arkansas,07594,40
be29cb52-4e92-4773-9ac6-2edfb42d4fb0,630287,Landing Page Submission,Direct Traffic,No,No,1,5.0,959,2.5,SMS Sent,India,Human Resource Management,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Tier II Cities,02.Medium,01.High,15.0,17.0,No,No,SMS Sent,Andrew,Allen,larry07@example.com,236-533-3152x120,882 Grant Circle Apt. 215,Rhode Island,07348,22
7e1bc8e7-5895-4e34-a08d-f29e64f3af87,614343,Landing Page Submission,Direct Traffic,No,No,1,3.0,1101,3.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,SMS Sent,Tamara,Khan,joshuarodgers@example.com,(521)846-3928x35808,78825 Paul Lane Apt. 776,Kansas,34191,44
96afa047-8125-4e41-a22b-cd85d6a8624e,633061,Landing Page Submission,Direct Traffic,No,No,0,3.0,73,3.0,Email Opened,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Thane & Outskirts,,,,,No,Yes,Email Opened,James,Johnson,christopher12@example.com,8998088828,162 Roberts Roads Suite 146,Iowa,35910,29
5ae2b74d-97ea-4e12-ac87-d97754a56151,607542,API,Google,No,No,0,1.0,493,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Julia,Willis,terridixon@example.com,4056877295,5328 Dawn Mall Apt. 127,Kansas,97805,41
80999be2-80a9-4945-ad0c-3a98185f4c7f,591522,API,Olark Chat,Yes,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,Linda,Barnett,alyssa56@example.org,286.908.6576x8867,352 Tamara Valleys,Idaho,03857,33
a27f3274-ebe2-4e6a-9e01-5000ba2a7e65,627085,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,Marissa,Perez,karen42@example.org,509.601.6059x5650,41305 Sierra Hills,Delaware,03894,49
c9ec0a6b-bb0b-415e-84d1-269682dcf5dc,620624,API,Google,No,No,0,3.0,63,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Select,,,,,No,No,Email Opened,Sonya,Johnson,johnedwards@example.org,282.226.7336x739,7499 Solis Dam,South Dakota,12143,47
e970329e-ebff-4f26-873b-f919e47eef9f,584603,Landing Page Submission,Direct Traffic,No,No,0,2.0,300,2.0,SMS Sent,India,Operations Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,SMS Sent,Erin,Yang,larrydiaz@example.net,4112924285,0036 Edward Loaf,North Dakota,87550,61
c668d433-60d7-479d-897a-1e74f5137133,598175,Landing Page Submission,Organic Search,Yes,No,1,4.0,56,4.0,Email Bounced,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,Email Bounced,Sheila,Jones,perezkaren@example.org,(794)229-1043x99681,80951 Kyle Isle,Indiana,45432,38
49745443-bf7d-4e78-b210-c86f026d30dd,595003,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,Brent,Gentry,davilaralph@example.net,226-234-5830x7166,3752 Richard Turnpike Suite 321,Delaware,04516,71
206c600d-3795-4a51-8a92-5d4babe86d0e,648983,Landing Page Submission,Google,No,No,1,3.0,1134,3.0,SMS Sent,India,Hospitality Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,02.Medium,15.0,15.0,No,No,Modified,Alexander,Moore,sarah73@example.org,892-611-2358x9865,753 Bryant Landing Suite 020,Georgia,35064,33
683f89b7-cf5c-48e5-8761-d64d103ca63a,658017,Landing Page Submission,Organic Search,No,No,0,6.0,135,6.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened,Christina,Hogan,stacypowell@example.net,946-961-0108,736 Isaiah Spurs,Nebraska,80463,72
e71e58b8-5b8b-4e99-96fa-682826675b09,586930,Landing Page Submission,Direct Traffic,No,No,0,3.0,130,3.0,Email Opened,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened,Joseph,Williams,michael21@example.com,(839)834-3090,6798 Matthew Lake Suite 706,Kentucky,56536,24
a91c3c64-59b0-4697-aa07-05fd4e385947,629789,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Teresa,Johnson,jodi27@example.net,462.561.4329,97740 Rebecca Trafficway Apt. 819,Idaho,10541,61
d8939b64-e9e2-4e49-8f33-c65c756f2c74,622914,Landing Page Submission,Direct Traffic,No,No,0,4.0,492,4.0,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Might be,No,No,Select,Other Metro Cities,,,,,No,Yes,Modified,Bryan,Guzman,christopher90@example.net,001-936-766-1139,6886 Jennifer Centers Apt. 285,Alaska,95111,48
97539c0f-63ac-4687-aaac-3ca7df14040a,589846,Landing Page Submission,Google,No,No,1,2.0,765,2.0,Email Opened,India,Business Administration,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened,Nicholas,Pacheco,elizabeth01@example.net,+1-827-390-4600x809,2135 John Freeway,Arkansas,11437,44
e0ef2d08-048e-40cf-9888-2748d34cd56a,589233,Landing Page Submission,Organic Search,No,No,1,3.0,301,3.0,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Page Visited on Website,Albert,Williams,nmorgan@example.com,817-918-7438,486 Meghan Lodge,Nevada,51913,44
1e8b9333-dcac-4e7b-8ff1-6cdbe9726db0,651923,API,Google,No,No,0,1.0,300,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,John,Lewis,williampage@example.net,+1-415-881-2312x208,7548 Vargas Summit Apt. 139,Pennsylvania,69112,42
ebf3c35b-2aed-451d-b57d-acd49c4e748f,583924,Landing Page Submission,Direct Traffic,No,No,1,3.0,1353,3.0,Email Opened,India,Healthcare Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Modified,Brandy,Graham,parkerbrad@example.org,001-326-908-4875x08959,73265 Chelsea Bridge,New Hampshire,62408,62
0a0163d9-b4b9-4dca-9b06-16d21813a19a,605077,Landing Page Submission,Direct Traffic,No,No,0,2.0,253,2.0,Email Opened,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened,Catherine,Kelly,nelsonlauren@example.org,271-358-4337x527,6207 Gregory Gardens Suite 711,Massachusetts,84213,33
718768b0-f735-420e-b640-ea43afa62151,631641,Landing Page Submission,Google,No,No,1,4.0,1512,4.0,SMS Sent,India,Retail Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent,Steven,Walter,russellshawn@example.org,252-791-7095x39856,04120 Carter Stream Apt. 323,Minnesota,65681,21
d185d4d5-1427-4035-94ff-760c7ef8489f,616185,Landing Page Submission,Google,No,No,1,3.0,1637,3.0,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,Tanner,Gray,amandathompson@example.net,(710)418-9466,2346 Tiffany Points Apt. 533,Oregon,68969,39
da3b64be-155e-46ea-be81-0a48b7da4941,582144,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Potential Lead,Select,01.High,02.Medium,17.0,16.0,No,No,Modified,Alexandra,Lewis,isims@example.org,830-454-0158,1933 Michael Summit,Pennsylvania,92498,22
c6858591-1329-48e3-9e27-3d6407a5546d,643986,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified,Matthew,Lawson,tracywilliams@example.org,001-266-318-8154,0481 Webb Plains,South Carolina,40077,61
bcbd6036-3209-4f7e-bb22-55024482a370,623198,Landing Page Submission,Organic Search,No,No,1,7.0,1087,7.0,SMS Sent,India,E-Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,,,,,No,No,SMS Sent,Veronica,Ross,michaelgallagher@example.org,+1-642-830-4244x252,81362 Dana Mountains Apt. 788,Kentucky,92584,67
6fd432f3-9a94-49d0-a6a2-4f52ae6ca270,611118,API,Olark Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Link Clicked,Keith,Hart,doyleallison@example.org,362.914.9658x104,98470 Yu Cliff Suite 927,Arizona,30002,26
67bc9f1f-53c0-49be-96f9-1d549f0a8717,659371,Landing Page Submission,Google,No,No,1,4.0,1190,4.0,Email Opened,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,Thomas,Benjamin,tyler68@example.org,333.652.3981,892 Derek Fork,New Hampshire,73559,69
7bf1e8d2-d7a4-4b54-b152-f14bd57f8edf,613858,API,Google,No,No,1,2.0,1378,2.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,Christopher,Mahoney,emilywilliams@example.net,852-618-8508,8717 Lucas Hill,New York,09969,18
d91aae9e-79dd-4d33-b837-0a4604719c35,601408,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Marissa,Frye,joshua74@example.net,636-464-4701x7218,4187 Joshua Station Apt. 991,Texas,32332,23
120ed7c9-0868-4d34-90bc-c1059635c6df,621252,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,434,1.5,Page Visited on Website,India,,,Working Professional,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,No,Page Visited on Website,Kristina,Smith,vthomas@example.net,290.918.7325,7418 Nicole Cliffs,Minnesota,60739,35
9bbef0c4-93f6-4829-913d-fdf2c4c971fb,613423,Landing Page Submission,Google,No,No,1,5.0,235,5.0,SMS Sent,India,Operations Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Tier II Cities,,,,,No,No,SMS Sent,Stephen,Johnson,mackenzie01@example.net,4163963317,80501 Sellers Dale Suite 272,Alabama,55137,31
5838c43b-1dad-45ec-b46a-02db261d44b6,659480,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,Peggy,Murray,xmorrow@example.org,001-611-838-5806x699,9435 John Harbor Suite 121,Delaware,34042,75
